DATETIME,STN_ID,WD,WS,WD_INS,WS_INS,INS_TM,TA,TA_MIN,TA_MIN_TM,TA_MAX,TA_MAX_TM,PS,TW,WH_MAX,WH_SIG,WP,LS,VT
1/1/2020 0:00,958,81,6.5,324,23.2,36,-1.3,-2.5,729,1.5,0,1032.2,-99,-99,-99,-99,-99,12.8
1/1/2020 1:00,958,85,6,60,9.1,15,-1.4,-1.7,8,-1.1,0,1031.6,-99,-99,-99,-99,-99,12.8
1/1/2020 2:00,958,84,6,60,9.1,15,-1,-1.7,8,-0.7,149,1031.6,-99,-99,-99,-99,-99,12.8
1/1/2020 3:00,958,79,3.6,60,9.1,15,-0.5,-1.7,8,-0.3,221,1031.6,-99,-99,-99,-99,-99,12.8
1/1/2020 4:00,958,99,2,60,9.1,15,-0.1,-1.7,8,0.1,349,1031.4,-99,-99,-99,-99,-99,12.7
1/1/2020 5:00,958,186,1.8,60,9.1,15,0.4,-1.7,8,0.5,445,1030.8,-99,-99,-99,-99,-99,12.7
1/1/2020 6:00,958,227,0.8,60,9.1,15,0.8,-1.7,8,1.1,552,1030.9,-99,-99,-99,-99,-99,12.7
1/1/2020 7:00,958,169,2.5,60,9.1,15,1.3,-1.7,8,1.7,657,1030.9,-99,-99,-99,-99,-99,12.7
1/1/2020 8:00,958,342,6.8,353,11,745,3.5,-1.7,8,3.9,739,1030.9,-99,-99,-99,-99,-99,12.7
1/1/2020 9:00,958,339,6.3,353,11,745,4,-1.7,8,4.2,825,1031.1,-99,-99,-99,-99,-99,13.1
1/1/2020 10:00,958,352,6.8,353,11,745,4.4,-1.7,8,4.5,916,1031.5,-99,-99,-99,-99,-99,13.7
1/1/2020 11:00,958,339,7.4,353,11,745,4.2,-1.7,8,4.5,916,-99,-99,-99,-99,-99,-99,13.8
1/1/2020 12:00,958,336,6.1,353,11,745,4.3,-1.7,8,4.5,916,1030.7,-99,-99,-99,-99,-99,13.8
1/1/2020 13:00,958,341,6.6,353,11,745,4.1,-1.7,8,4.5,916,1030.2,-99,-99,-99,-99,-99,13.8
1/1/2020 14:00,958,336,5.9,353,11,745,4.2,-1.7,8,4.5,916,1029.7,-99,-99,-99,-99,-99,13.8
1/1/2020 15:00,958,333,5.7,353,11,745,4.5,-1.7,8,4.6,1403,1029.8,-99,-99,-99,-99,-99,13.7
1/1/2020 16:00,958,331,6.1,353,11,745,4.8,-1.7,8,4.9,1536,1030.4,-99,-99,-99,-99,-99,13.8
1/1/2020 17:00,958,343,4.9,353,11,745,4.8,-1.7,8,4.9,1536,1030.2,-99,-99,-99,-99,-99,13.8
1/1/2020 18:00,958,350,4.3,353,11,745,4.8,-1.7,8,4.9,1536,1030.2,-99,-99,-99,-99,-99,13.1
1/1/2020 19:00,958,9,2.9,353,11,745,4.8,-1.7,8,4.9,1536,1030,-99,-99,-99,-99,-99,13
1/1/2020 20:00,958,11,2.7,353,11,745,4.9,-1.7,8,5.1,1916,1029.4,-99,-99,-99,-99,-99,12.9
1/1/2020 21:00,958,6,3.2,353,11,745,5.1,-1.7,8,5.2,2025,1029.5,-99,-99,-99,-99,-99,12.9
1/1/2020 22:00,958,341,3.6,353,11,745,5.5,-1.7,8,5.6,2152,1029.9,-99,-99,-99,-99,-99,12.9
1/1/2020 23:00,958,332,5.1,353,11,745,5.7,-1.7,8,5.8,2206,1029.6,-99,-99,-99,-99,-99,12.8
1/2/2020 0:00,958,342,3.4,353,11,745,5.8,-1.7,8,5.9,2334,1029,-99,-99,-99,-99,-99,12.8
1/2/2020 1:00,958,333,3.4,321,5.3,33,5.8,5.8,0,6.1,34,1028.6,-99,-99,-99,-99,-99,12.8
1/2/2020 2:00,958,322,4.5,326,6,147,5.9,5.8,0,6.1,34,1028.2,-99,-99,-99,-99,-99,12.8
1/2/2020 3:00,958,335,4.2,330,6.4,226,5.9,5.8,0,6.1,34,1028.1,-99,-99,-99,-99,-99,12.8
1/2/2020 4:00,958,341,5.4,338,6.9,351,5.9,5.8,0,6.1,34,1028,-99,-99,-99,-99,-99,12.7
1/2/2020 5:00,958,347,5.3,347,7.3,433,5.8,5.8,0,6.1,34,1027.8,-99,-99,-99,-99,-99,12.7
1/2/2020 6:00,958,343,5.2,330,7.3,557,5.9,5.8,0,6.1,34,1028.3,-99,-99,-99,-99,-99,12.7
1/2/2020 7:00,958,330,5.8,328,8.8,650,6.1,5.8,0,6.2,637,1028.6,-99,-99,-99,-99,-99,12.7
1/2/2020 8:00,958,353,5.4,328,8.8,650,6.1,5.8,0,6.3,732,1028.7,-99,-99,-99,-99,-99,12.8
1/2/2020 9:00,958,38,3.5,328,8.8,650,5.9,5.3,854,6.3,732,1029.3,-99,-99,-99,-99,-99,13.8
1/2/2020 10:00,958,128,2.2,328,8.8,650,5.3,4.9,902,6.3,732,1029.3,-99,-99,-99,-99,-99,13.7
1/2/2020 11:00,958,123,0.6,328,8.8,650,6,4.9,902,6.3,732,1029.4,-99,-99,-99,-99,-99,13.8
1/2/2020 12:00,958,94,1,328,8.8,650,6.1,4.9,902,7.2,1112,1028.3,-99,-99,-99,-99,-99,13.8
1/2/2020 13:00,958,208,1.7,328,8.8,650,6.1,4.9,902,7.2,1112,1027.7,-99,-99,-99,-99,-99,13.7
1/2/2020 14:00,958,304,3.2,328,8.8,650,6.3,4.9,902,7.2,1112,1027.3,-99,-99,-99,-99,-99,13.8
1/2/2020 15:00,958,338,4.3,328,8.8,650,6.5,4.9,902,7.2,1112,1027.7,-99,-99,-99,-99,-99,13.7
1/2/2020 16:00,958,355,4.2,328,8.8,650,6.7,4.9,902,7.2,1112,1027.8,-99,-99,-99,-99,-99,13.8
1/2/2020 17:00,958,358,4.6,328,8.8,650,6.7,4.9,902,7.2,1112,1027.1,-99,-99,-99,-99,-99,13.8
1/2/2020 18:00,958,354,4.5,328,8.8,650,6.7,4.9,902,7.2,1112,1027.1,-99,-99,-99,-99,-99,13
1/2/2020 19:00,958,355,4.5,328,8.8,650,6.7,4.9,902,7.2,1112,1027.7,-99,-99,-99,-99,-99,12.9
1/2/2020 20:00,958,341,4.7,328,8.8,650,6.8,4.9,902,7.2,1112,1027.5,-99,-99,-99,-99,-99,12.9
1/2/2020 21:00,958,344,5.3,328,8.8,650,7.2,4.9,902,7.2,1112,1027.7,-99,-99,-99,-99,-99,12.9
1/2/2020 22:00,958,340,5.7,335,9.3,2115,7.5,4.9,902,7.6,2142,1027.7,-99,-99,-99,-99,-99,12.9
1/2/2020 23:00,958,352,5.4,335,9.3,2115,7.5,4.9,902,7.6,2142,1027.3,-99,-99,-99,-99,-99,12.8
1/3/2020 0:00,958,341,6.8,335,9.3,2115,7.6,4.9,902,7.8,2314,1026.7,-99,-99,-99,-99,-99,12.8
1/3/2020 1:00,958,343,6.4,337,8.4,45,7.5,7.4,55,7.6,13,1026.1,-99,-99,-99,-99,-99,12.8
1/3/2020 2:00,958,347,6.7,345,8.6,134,7.3,7.2,139,7.6,13,1026.4,-99,-99,-99,-99,-99,12.8
1/3/2020 3:00,958,1,6.5,345,8.6,134,7,6.9,236,7.6,13,1026.4,-99,-99,-99,-99,-99,12.8
1/3/2020 4:00,958,4,6.5,345,8.6,134,6.6,6.6,326,7.6,13,1026,-99,-99,-99,-99,-99,12.7
1/3/2020 5:00,958,55,6,345,8.6,134,5.9,5.5,448,7.6,13,1025.8,-99,-99,-99,-99,-99,12.7
1/3/2020 6:00,958,96,3.7,345,8.6,134,5.5,5.5,448,7.6,13,1025.8,-99,-99,-99,-99,-99,12.7
1/3/2020 7:00,958,77,3.8,345,8.6,134,5.5,5.2,636,7.6,13,1026.2,-99,-99,-99,-99,-99,12.7
1/3/2020 8:00,958,82,3.2,345,8.6,134,5.5,5.2,636,7.6,13,1025.8,-99,-99,-99,-99,-99,12.8
1/3/2020 9:00,958,85,2.3,345,8.6,134,5.5,5.2,636,7.6,13,1026.6,-99,-99,-99,-99,-99,13.4
1/3/2020 10:00,958,97,1.9,345,8.6,134,5.9,5.2,636,7.6,13,1026.7,-99,-99,-99,-99,-99,13.8
1/3/2020 11:00,958,96,2,345,8.6,134,5.9,5.2,636,7.6,13,1026.8,-99,-99,-99,-99,-99,13.8
1/3/2020 12:00,958,92,1,345,8.6,134,6.1,5.2,636,7.6,13,1026,-99,-99,-99,-99,-99,13.7
1/3/2020 13:00,958,326,2.6,345,8.6,134,6.5,5.2,636,7.6,13,1025.2,-99,-99,-99,-99,-99,13.7
1/3/2020 14:00,958,31,4.4,354,8.9,1354,6.8,5.2,636,7.6,13,1024.3,-99,-99,-99,-99,-99,13.8
1/3/2020 15:00,958,65,3.2,354,8.9,1354,6.2,5.2,636,7.6,13,1024.2,-99,-99,-99,-99,-99,13.7
1/3/2020 16:00,958,44,3,354,8.9,1354,6.5,5.2,636,7.6,13,1024.5,-99,-99,-99,-99,-99,13.8
1/3/2020 17:00,958,42,5.3,354,8.9,1354,6.2,5.2,636,7.6,13,1024.9,-99,-99,-99,-99,-99,13.7
1/3/2020 18:00,958,9,4.4,354,8.9,1354,6,5.2,636,7.6,13,1025.3,-99,-99,-99,-99,-99,13
1/3/2020 19:00,958,10,5,354,8.9,1354,6.4,5.2,636,7.6,13,1025.3,-99,-99,-99,-99,-99,12.9
1/3/2020 20:00,958,2,5.4,354,8.9,1354,6.3,5.2,636,7.6,13,1025.4,-99,-99,-99,-99,-99,12.9
1/3/2020 21:00,958,4,4.6,354,8.9,1354,6.3,5.2,636,7.6,13,1025.1,-99,-99,-99,-99,-99,12.9
1/3/2020 22:00,958,11,4.1,354,8.9,1354,6.3,5.2,636,7.6,13,1025.2,-99,-99,-99,-99,-99,12.9
1/3/2020 23:00,958,5,4.2,354,8.9,1354,6.3,5.2,636,7.6,13,1024.7,-99,-99,-99,-99,-99,12.8
1/4/2020 0:00,958,8,3.3,354,8.9,1354,6.3,5.2,636,7.6,13,1024.3,-99,-99,-99,-99,-99,12.8
1/4/2020 1:00,958,22,2.8,16,5.1,2,6.2,6.1,7,6.3,0,1024,-99,-99,-99,-99,-99,12.8
1/4/2020 2:00,958,105,3.5,16,5.1,2,5.6,5.2,156,6.3,0,1023.7,-99,-99,-99,-99,-99,12.8
1/4/2020 3:00,958,105,2.8,16,5.1,2,4.9,4.9,203,6.3,0,1024.1,-99,-99,-99,-99,-99,12.8
1/4/2020 4:00,958,91,2.5,16,5.1,2,4.9,4.8,346,6.3,0,1023.7,-99,-99,-99,-99,-99,12.7
1/4/2020 5:00,958,89,2.1,16,5.1,2,4.8,4.6,412,6.3,0,1023.6,-99,-99,-99,-99,-99,12.7
1/4/2020 6:00,958,130,2.6,16,5.1,2,4.6,4.4,543,6.3,0,1023.3,-99,-99,-99,-99,-99,12.7
1/4/2020 7:00,958,123,2.3,16,5.1,2,4.7,4.4,543,6.3,0,1023.5,-99,-99,-99,-99,-99,12.7
1/4/2020 8:00,958,169,1.4,16,5.1,2,5.3,4.4,543,6.3,0,1023.7,-99,-99,-99,-99,-99,12.8
1/4/2020 9:00,958,134,1.8,16,5.1,2,5,4.4,543,6.3,0,1024.4,-99,-99,-99,-99,-99,13.7
1/4/2020 10:00,958,141,2,16,5.1,2,5.4,4.4,543,6.3,0,1024.4,-99,-99,-99,-99,-99,13.8
1/4/2020 11:00,958,157,0.5,16,5.1,2,6.8,4.4,543,7.8,1052,1024.6,-99,-99,-99,-99,-99,13.8
1/4/2020 12:00,958,197,1.4,16,5.1,2,6.6,4.4,543,8.1,1116,1024.4,-99,-99,-99,-99,-99,13.8
1/4/2020 13:00,958,14,0.7,16,5.1,2,7.3,4.4,543,8.1,1116,1023.7,-99,-99,-99,-99,-99,13.8
1/4/2020 14:00,958,138,0.9,16,5.1,2,7.2,4.4,543,8.1,1116,1023.4,-99,-99,-99,-99,-99,13.8
1/4/2020 15:00,958,347,5.3,333,8.8,1445,8,4.4,543,8.5,1422,1023.5,-99,-99,-99,-99,-99,13.7
1/4/2020 16:00,958,354,6.8,333,8.8,1445,8.2,4.4,543,8.5,1422,-99,-99,-99,-99,-99,-99,13.8
1/4/2020 17:00,958,11,7.3,354,9.2,1639,8.1,4.4,543,8.5,1422,1024,-99,-99,-99,-99,-99,13.8
1/4/2020 18:00,958,22,6.8,354,9.2,1639,7.6,4.4,543,8.5,1422,1024.6,-99,-99,-99,-99,-99,13
1/4/2020 19:00,958,21,6.8,354,9.2,1639,7.4,4.4,543,8.5,1422,1025.1,-99,-99,-99,-99,-99,12.9
1/4/2020 20:00,958,13,7.4,354,9.2,1639,7.5,4.4,543,8.5,1422,1025.4,-99,-99,-99,-99,-99,12.9
1/4/2020 21:00,958,11,7.3,354,9.2,1639,7.4,4.4,543,8.5,1422,1025.8,-99,-99,-99,-99,-99,12.9
1/4/2020 22:00,958,22,7.2,354,9.2,1639,7.5,4.4,543,8.5,1422,1026.3,-99,-99,-99,-99,-99,12.8
1/4/2020 23:00,958,45,6.2,354,9.2,1639,6.8,4.4,543,8.5,1422,1026.4,-99,-99,-99,-99,-99,12.8
1/5/2020 0:00,958,42,5.9,354,9.2,1639,6.6,4.4,543,8.5,1422,1026.6,-99,-99,-99,-99,-99,12.8
1/5/2020 1:00,958,48,4.6,44,7.2,0,6.3,6.3,14,6.6,0,1026.6,-99,-99,-99,-99,-99,12.8
1/5/2020 2:00,958,65,4,44,7.2,0,6.2,6.1,144,6.6,0,1027.1,-99,-99,-99,-99,-99,12.8
1/5/2020 3:00,958,101,2.9,44,7.2,0,5.6,5.5,236,6.6,0,1027.4,-99,-99,-99,-99,-99,12.8
1/5/2020 4:00,958,86,3.9,44,7.2,0,5.5,5.5,236,6.6,0,1027.5,-99,-99,-99,-99,-99,12.7
1/5/2020 5:00,958,108,2.9,44,7.2,0,5.5,5.2,452,6.6,0,1027.4,-99,-99,-99,-99,-99,12.7
1/5/2020 6:00,958,97,3,44,7.2,0,5.2,5.2,452,6.6,0,1027.7,-99,-99,-99,-99,-99,12.7
1/5/2020 7:00,958,97,2.9,44,7.2,0,5.2,4.9,654,6.6,0,1028.2,-99,-99,-99,-99,-99,12.7
1/5/2020 8:00,958,80,4.5,44,7.2,0,5,4.9,654,6.6,0,1028.5,-99,-99,-99,-99,-99,13.1
1/5/2020 9:00,958,82,5.1,44,7.2,0,4.9,4.9,654,6.6,0,1029.4,-99,-99,-99,-99,-99,13.7
1/5/2020 10:00,958,79,4.4,44,7.2,0,4.9,4.9,654,6.6,0,1029.9,-99,-99,-99,-99,-99,13.7
1/5/2020 11:00,958,77,5.1,44,7.2,0,4.9,4.9,654,6.6,0,1029.6,-99,-99,-99,-99,-99,13.7
1/5/2020 12:00,958,66,5.1,44,7.2,0,4.9,4.9,654,6.6,0,1029,-99,-99,-99,-99,-99,13.7
1/5/2020 13:00,958,67,4.6,44,7.2,0,5.1,4.9,654,6.6,0,1028.3,-99,-99,-99,-99,-99,13.7
1/5/2020 14:00,958,61,5.1,44,7.2,0,5.3,4.9,654,6.6,0,1028,-99,-99,-99,-99,-99,13.7
1/5/2020 15:00,958,38,5,44,7.2,0,5.4,4.9,654,6.6,0,1027.9,-99,-99,-99,-99,-99,13.7
1/5/2020 16:00,958,38,5,44,7.2,0,5.9,4.9,654,6.6,0,1028.1,-99,-99,-99,-99,-99,13.7
1/5/2020 17:00,958,33,4,44,7.2,0,6.2,4.9,654,6.6,0,1028.4,-99,-99,-99,-99,-99,13.7
1/5/2020 18:00,958,34,4.2,44,7.2,0,6.4,4.9,654,6.6,0,1028.8,-99,-99,-99,-99,-99,13
1/5/2020 19:00,958,49,5,44,7.2,0,6.6,4.9,654,6.8,1830,1028.2,-99,-99,-99,-99,-99,12.9
1/5/2020 20:00,958,73,5,44,7.2,0,6.6,4.9,654,6.8,1830,1027.8,-99,-99,-99,-99,-99,12.9
1/5/2020 21:00,958,72,4.5,44,7.2,0,6.6,4.9,654,6.8,1830,1027.7,-99,-99,-99,-99,-99,12.9
1/5/2020 22:00,958,74,4.5,44,7.2,0,6.6,4.9,654,6.8,1830,1027.8,-99,-99,-99,-99,-99,12.8
1/5/2020 23:00,958,83,3.6,44,7.2,0,6.6,4.9,654,6.8,1830,1027.7,-99,-99,-99,-99,-99,12.8
1/6/2020 0:00,958,89,3.5,44,7.2,0,6.6,4.9,654,6.8,1830,1026.8,-99,-99,-99,-99,-99,12.8
1/6/2020 1:00,958,114,3.4,112,5.2,56,6.6,6.6,0,6.8,9,1025.9,-99,-99,-99,-99,-99,12.8
1/6/2020 2:00,958,128,2.4,112,5.2,56,6.9,6.5,100,6.9,123,1026.6,-99,-99,-99,-99,-99,12.8
1/6/2020 3:00,958,88,3.7,68,6,218,6.2,6.1,235,6.9,123,1026.8,-99,-99,-99,-99,-99,12.7
1/6/2020 4:00,958,80,2.5,68,6,218,6.3,6.1,235,6.9,123,1026.9,-99,-99,-99,-99,-99,12.7
1/6/2020 5:00,958,80,5.3,80,6.8,444,6.2,6.1,235,6.9,123,1025.8,-99,-99,-99,-99,-99,12.7
1/6/2020 6:00,958,90,5.7,90,7,549,7.1,6.1,235,7.5,555,1025.9,-99,-99,-99,-99,-99,12.7
1/6/2020 7:00,958,85,6.3,83,8.1,644,6.9,6.1,235,7.5,555,1025.5,-99,-99,-99,-99,-99,12.7
1/6/2020 8:00,958,109,3.9,83,8.1,644,6.6,6.1,235,7.5,555,1025.3,-99,-99,-99,-99,-99,12.7
1/6/2020 9:00,958,89,5.7,83,8.1,644,6.1,6.1,235,7.5,555,1025,-99,-99,-99,-99,-99,13
1/6/2020 10:00,958,82,5.8,83,8.1,644,6.1,6.1,235,7.5,555,1024.3,-99,-99,-99,-99,-99,13.3
1/6/2020 11:00,958,101,6,88,8.6,1028,6.4,5.8,1028,7.5,555,1023,-99,-99,-99,-99,-99,13.7
1/6/2020 12:00,958,104,4.5,88,8.6,1028,7.4,5.8,1028,7.8,1133,1023,-99,-99,-99,-99,-99,13.4
1/6/2020 13:00,958,93,4.6,88,8.6,1028,7,5.8,1028,7.8,1133,1021.5,-99,-99,-99,-99,-99,13.1
1/6/2020 14:00,958,129,5.6,88,8.6,1028,8,5.8,1028,8.2,1355,1020.1,-99,-99,-99,-99,-99,13
1/6/2020 15:00,958,127,7.5,133,10.1,1431,8.4,5.8,1028,8.4,1418,1019,-99,-99,-99,-99,-99,12.9
1/6/2020 16:00,958,133,6.3,150,10.2,1557,8.8,5.8,1028,9.5,1557,1018,-99,-99,-99,-99,-99,12.9
1/6/2020 17:00,958,126,4.7,143,12,1610,9.5,5.8,1028,9.8,1607,1018,-99,-99,-99,-99,-99,12.8
1/6/2020 18:00,958,127,5.6,143,12,1610,10.2,5.8,1028,10.5,1723,1018,-99,-99,-99,-99,-99,12.8
1/6/2020 19:00,958,106,4.4,143,12,1610,9.9,5.8,1028,10.5,1723,1018,-99,-99,-99,-99,-99,12.8
1/6/2020 20:00,958,135,4.9,143,12,1610,10.1,5.8,1028,10.5,1723,1017.5,-99,-99,-99,-99,-99,12.7
1/6/2020 21:00,958,162,7.5,143,12,1610,10.6,5.8,1028,10.7,2038,-99,-99,-99,-99,-99,-99,12.7
1/6/2020 22:00,958,163,8.2,143,12,1610,10.8,5.8,1028,10.8,2128,1016.5,-99,-99,-99,-99,-99,12.7
1/6/2020 23:00,958,161,7.2,143,12,1610,10.8,5.8,1028,11.1,2237,1015.7,-99,-99,-99,-99,-99,12.7
1/7/2020 0:00,958,167,8,143,12,1610,10.9,5.8,1028,11.1,2237,1015.1,-99,-99,-99,-99,-99,12.7
1/7/2020 1:00,958,167,6.7,170,9.2,57,11.1,10.8,3,11.4,57,1014.6,-99,-99,-99,-99,-99,12.7
1/7/2020 2:00,958,173,7.6,181,9.7,159,11.7,10.8,3,12,147,1013.5,-99,-99,-99,-99,-99,12.7
1/7/2020 3:00,958,170,7.8,183,10.9,208,11.8,10.8,3,12,147,1013.1,-99,-99,-99,-99,-99,12.7
1/7/2020 4:00,958,183,7.4,183,10.9,208,12.1,10.8,3,12.3,326,1012.9,-99,-99,-99,-99,-99,12.7
1/7/2020 5:00,958,193,6.3,183,10.9,208,12,10.8,3,12.3,326,1012.6,-99,-99,-99,-99,-99,12.7
1/7/2020 6:00,958,201,5.4,183,10.9,208,11.9,10.8,3,12.3,326,1012.4,-99,-99,-99,-99,-99,12.7
1/7/2020 7:00,958,199,4.7,183,10.9,208,12.1,10.8,3,12.3,326,1012.5,-99,-99,-99,-99,-99,12.7
1/7/2020 8:00,958,200,4.4,183,10.9,208,12.1,10.8,3,12.3,326,1012.4,-99,-99,-99,-99,-99,12.7
1/7/2020 9:00,958,184,4,183,10.9,208,12.1,10.8,3,12.3,326,1012.3,-99,-99,-99,-99,-99,12.7
1/7/2020 10:00,958,184,2.5,183,10.9,208,12,10.8,3,12.3,326,1012,-99,-99,-99,-99,-99,12.9
1/7/2020 11:00,958,193,6.7,183,10.9,208,13.1,10.8,3,13.5,1023,1011.2,-99,-99,-99,-99,-99,13.2
1/7/2020 12:00,958,200,6.7,183,10.9,208,12.6,10.8,3,13.5,1023,1010,-99,-99,-99,-99,-99,13.4
1/7/2020 13:00,958,203,9.6,204,11.4,1257,12.7,10.8,3,13.5,1023,1008.2,-99,-99,-99,-99,-99,13.7
1/7/2020 14:00,958,205,10.5,204,12.5,1321,12.8,10.8,3,13.5,1023,1006.8,-99,-99,-99,-99,-99,13.5
1/7/2020 15:00,958,203,8.2,204,12.5,1321,12.6,10.8,3,13.5,1023,1005.9,-99,-99,-99,-99,-99,13.4
1/7/2020 16:00,958,195,9.9,204,13.7,1555,13.1,10.8,3,13.8,1556,1004.6,-99,-99,-99,-99,-99,13.3
1/7/2020 17:00,958,197,11.9,196,15.9,1648,14.2,10.8,3,14.9,1649,1003.6,-99,-99,-99,-99,-99,13.1
1/7/2020 18:00,958,213,9.3,196,15.9,1648,12.6,10.8,3,14.9,1649,1002.7,-99,-99,-99,-99,-99,13
1/7/2020 19:00,958,216,11.3,218,17.2,1858,12.5,10.8,3,14.9,1649,1001.4,-99,-99,-99,-99,-99,12.9
1/7/2020 20:00,958,227,14.7,235,20.4,1919,12.6,10.8,3,14.9,1649,1000.8,-99,-99,-99,-99,-99,12.9
1/7/2020 21:00,958,220,13.4,235,20.4,1919,11.5,10.8,3,14.9,1649,1001.2,-99,-99,-99,-99,-99,12.9
1/7/2020 22:00,958,236,15.2,235,20.4,1919,11.4,10.8,3,14.9,1649,1001.3,-99,-99,-99,-99,-99,12.9
1/7/2020 23:00,958,265,12.1,235,20.4,1919,9.8,9.7,2238,14.9,1649,1001.8,-99,-99,-99,-99,-99,12.9
1/8/2020 0:00,958,281,13.4,235,20.4,1919,9.2,9.1,2334,14.9,1649,1002.7,-99,-99,-99,-99,-99,12.8
1/8/2020 1:00,958,293,16.3,297,20.4,55,8.9,8.4,54,9.4,0,1004,-99,-99,-99,-99,-99,12.8
1/8/2020 2:00,958,299,16.5,308,20.6,151,8.3,7.9,158,9.4,0,1005.8,-99,-99,-99,-99,-99,12.8
1/8/2020 3:00,958,301,16.8,308,22,256,7.3,6.8,259,9.4,0,1006.8,-99,-99,-99,-99,-99,12.8
1/8/2020 4:00,958,301,16.3,308,22,256,7.1,6.8,259,9.4,0,1008,-99,-99,-99,-99,-99,12.8
1/8/2020 5:00,958,306,16.9,308,22,256,6.9,6.8,259,9.4,0,1008.7,-99,-99,-99,-99,-99,12.7
1/8/2020 6:00,958,305,16.4,305,22,522,7,6.6,505,9.4,0,1009.5,-99,-99,-99,-99,-99,12.7
1/8/2020 7:00,958,312,16.8,316,22,657,6.6,6.5,627,9.4,0,1010.5,-99,-99,-99,-99,-99,12.7
1/8/2020 8:00,958,317,18.2,317,22.1,754,6.3,6.1,754,9.4,0,1012.2,-99,-99,-99,-99,-99,12.7
1/8/2020 9:00,958,322,16.6,317,22.1,754,5.9,5.6,837,9.4,0,1013.4,-99,-99,-99,-99,-99,12.8
1/8/2020 10:00,958,319,15.6,317,22.1,754,5.5,5.2,943,9.4,0,1015.4,-99,-99,-99,-99,-99,13
1/8/2020 11:00,958,319,15.2,317,22.1,754,5.4,5.2,943,9.4,0,1015.7,-99,-99,-99,-99,-99,13.3
1/8/2020 12:00,958,325,13.7,317,22.1,754,5.3,4.9,1146,9.4,0,1016,-99,-99,-99,-99,-99,13.5
1/8/2020 13:00,958,325,13.1,317,22.1,754,5.2,4.9,1146,9.4,0,1016.5,-99,-99,-99,-99,-99,13.6
1/8/2020 14:00,958,333,12,317,22.1,754,5.2,4.9,1146,9.4,0,1016.7,-99,-99,-99,-99,-99,13.3
1/8/2020 15:00,958,338,11.3,317,22.1,754,5.1,4.9,1146,9.4,0,1016.9,-99,-99,-99,-99,-99,13.2
1/8/2020 16:00,958,336,10.5,317,22.1,754,5.1,4.9,1146,9.4,0,1018.2,-99,-99,-99,-99,-99,13.1
1/8/2020 17:00,958,327,10.8,317,22.1,754,5.2,4.9,1146,9.4,0,1019.3,-99,-99,-99,-99,-99,13
1/8/2020 18:00,958,334,11,317,22.1,754,5.3,4.9,1146,9.4,0,1019.8,-99,-99,-99,-99,-99,12.9
1/8/2020 19:00,958,332,10.4,317,22.1,754,5,4.9,1146,9.4,0,1020.8,-99,-99,-99,-99,-99,12.9
1/8/2020 20:00,958,331,10.4,317,22.1,754,5,4.8,1954,9.4,0,1021.3,-99,-99,-99,-99,-99,12.8
1/8/2020 21:00,958,337,9.5,317,22.1,754,4.9,4.6,2018,9.4,0,1021.6,-99,-99,-99,-99,-99,12.8
1/8/2020 22:00,958,350,9,317,22.1,754,5,4.6,2018,9.4,0,1022.1,-99,-99,-99,-99,-99,12.8
1/8/2020 23:00,958,339,10.3,317,22.1,754,5,4.6,2018,9.4,0,1022.1,-99,-99,-99,-99,-99,12.8
1/9/2020 0:00,958,350,9.6,317,22.1,754,5,4.6,2018,9.4,0,1022.1,-99,-99,-99,-99,-99,12.7
1/9/2020 1:00,958,356,10.2,352,13.8,57,5.1,4.9,5,5.5,44,1022,-99,-99,-99,-99,-99,12.7
1/9/2020 2:00,958,359,9.2,352,13.8,57,5,4.8,142,5.5,44,1021.9,-99,-99,-99,-99,-99,12.7
1/9/2020 3:00,958,360,9.1,5,14,214,4.8,4.6,221,5.5,44,1022,-99,-99,-99,-99,-99,12.7
1/9/2020 4:00,958,350,9.3,5,14,214,4.8,4.5,344,5.5,44,1022.1,-99,-99,-99,-99,-99,12.7
1/9/2020 5:00,958,349,9.8,5,14,214,4.7,4.5,344,5.5,44,1022,-99,-99,-99,-99,-99,12.7
1/9/2020 6:00,958,353,9.9,5,14,214,4.6,4.4,503,5.5,44,1022.4,-99,-99,-99,-99,-99,12.7
1/9/2020 7:00,958,360,9.6,5,14,214,4.5,4.4,503,5.5,44,1022.6,-99,-99,-99,-99,-99,12.7
1/9/2020 8:00,958,0,9.9,5,14,214,4.4,4.4,503,5.5,44,1022.8,-99,-99,-99,-99,-99,12.7
1/9/2020 9:00,958,5,9.5,5,14,214,4.5,4.4,503,5.5,44,1023,-99,-99,-99,-99,-99,13.5
1/9/2020 10:00,958,3,10.2,5,14,214,4.5,4.4,503,5.5,44,1023.6,-99,-99,-99,-99,-99,13.8
1/9/2020 11:00,958,10,9.5,5,14,214,4.6,4.4,503,5.5,44,1023.7,-99,-99,-99,-99,-99,13.7
1/9/2020 12:00,958,13,9.7,5,14,214,4.5,4.4,503,5.5,44,1023,-99,-99,-99,-99,-99,13.8
1/9/2020 13:00,958,11,8.8,5,14,214,4.6,4.4,503,5.5,44,1022.3,-99,-99,-99,-99,-99,13.8
1/9/2020 14:00,958,11,8.2,5,14,214,4.6,4.4,503,5.5,44,1022.1,-99,-99,-99,-99,-99,13.7
1/9/2020 15:00,958,8,7.5,5,14,214,4.6,4.4,503,5.5,44,1022.2,-99,-99,-99,-99,-99,13.8
